comment_id;comment_text;Sub1_Toxic;Sub2_Engaging;Sub3_FactClaiming;fold
2543;@USER sowas, was Sie machen nennt sich Schönrederei u.Selbstbetrug. Weiterhin süße grüne Träuchen***;0;0;0;0
1932;"@MEDIUM Möchten Sie nicht gerne bei Fakten bleiben, damit Sie nicht als Lügenmedien bezeichnet werden können? Schauen Sie doch mal hier: ""Hirntod ist nicht gleich Tod Der Hirntod bedeutet nicht zwangsläufig, dass jemand tot ist, erläutert der Philosoph und Ethikexperte Professor Dieter Birnbacher. Es gibt dennoch gute Gründe, am Hirntodkriterium für die Organentnahme festzuhalten."" https://www.aerztezeitung.de/politik_gesellschaft/organspende/article/879725/organentnahme-hirntod-nicht-gleich-tod.html";1;1;1;0
2556;Werbesendung für die Grünen ohne Kritiker.;0;0;0;0
86;@USER dagegen habe ich keinen Einwand!;0;0;0;0
1530;Der Regenwald wird im Akkord abgeholzt ,das interessiert niemanden !;0;0;1;0
1037;Der Abschnitt müsste aber länger sein, es interessiert nicht was der Makler da sagt sondern für Politik.;0;0;0;0
2709;In den ärmsten Ländern hat man das geringste Umweltbewusstsein..es sind Afrikanische und Asiatische Flüsse, die den meisten Müll ins Meer schwemmen;0;0;1;0
3220;@USER widerlich und asozial ist einzig Ihr Kommentar👎;1;0;0;0
810;Enteignung. Da denkt ja jemand besonders Fortschrittlich. Wie wäre es mal zu erwähnen, dass das Bundesvermögensamt (heißt heute übrigens BIMA, wegen der Klasse Ost West Angleichung der Beschäftigten Ironie OFF) in den letzten 20 Jahren einen Großteil der Immobilien im Staatsbesitz rausgehauen hat, weil Staatsbesitz = Böse. Durch Enteignung entsteht keine einzige neue Wohnung. Genossenschaftswohnraum wäre ein Alternative. Doch es ist am Ende eine einfache Rechnung: Knapper Wohnraum gleich hohe Mieten = gutverdienende Mieter = Höherer Steuereinahmen der Stadt / Kommune. So denkt man jedenfalls in den meisten Städten. Dementsprechend ist aus rein finanzieller Sicht der Städte doch jede teure Wohnung besser als eine Sozialwohnung. Und hart gesprochen. Wenn der Anteil der Bevölkerung mit hohen Einkommen steigt und die sozial schwächere Bevölkerung damit ins Umland gehen muss, ist es für die Stadt doch finanziell erstrebenswert. Willkommen im Kapitalismus.;0;1;1;0
2848;"Wer von ""Linksfaschisten"" schwadroniert, dem mangelt es vor allen Dingen an politischer und geschichtlicher Bildung und ist als Diskurspartner ungeeignet.";1;0;0;0
268;Buchsbaum riecht so ähnlich wie Katzenklo ...;0;0;0;0
2347;da wäre noch etwas, es gibt etwa 32 000 Bedienstete die für das E.U. Parlament tätig sind, darunter sind 751 Abgeordnete. Aber 125 000 Lobbyisten die dort ein und aus gehen. Darunter sind sg. Weiße, Graue, und Schwarze...;0;0;1;0
1830;Nein;0;0;0;0
2643;@USER ich glaube nicht, das die Mehrheit der Bevölkerung dumm ist oder kommen nur Dumme zu Ihren Auftritten ?;1;0;0;0
775;Der unverschämteste und verlogenste Gast den ihr je hattet. Und dabei ist die Messlatte verdammt hoch.;0;0;0;0
2777;Sollte man lieber Fischer von den Grünen zu diesem Thema einladen - Netzfund 😉 https://www.facebook.com/530757183776023/posts/1159622474222821/;0;1;1;0
1011;@MEDIUM , @USER mal sehen ob wir hier eine Reaktion von Die Linke bekommen. 😉;0;0;0;0
2854;Und was ist mit den Bienen?;0;0;0;0
1549;"Lanz war wie immer ""schwach""";0;0;0;0
23;Wie wäre es dann mit einem (bedingungslosen) Grundeinkommen? Es würde jeder Erwachsene bekommen und dann kann jeder entscheiden, wie er sein Leben gestalten möchte.;0;1;0;0
3045;@USER Ihre Tochter wird betränkt😱 hab ich ja noch nie gehört, wer macht denn sowas 🙄 Ich bin eine ältere Person und traue mich zu jeder Tag und Nachtzeit auf die Straße. Im übrigen relativieren Sie, wie alle AfDler einen Mord. Unfassbar.;0;1;0;0
2589;@USER Das können Sie selbst. Es war der erste völkerrechtswidrige Krieg nach Hitler, von Fischer mit veranlasst und nie strafrechtlich verfolgt. Von Schröder selbst zugegeben. Eine Schande.;0;0;1;0
2384;Also wer was gewählt hat weiss ich nicht, ich aber jedenfalss mein alte oder mein Geburtsjahr und mein Beruf schon gar nicht auf den Walzettel geschrieben! So funktioniert deutsches Propaganda Fernsehen. In Europa wird noch gezählt es sind die Briefwähler noch nicht ausgezählt, aber in Deutschland stehen die endgültige Zahlen seit Gestern Abend um 18:00 Uhr fest!! Ein Schelm der dabei was böses denkt!😉;1;0;1;0
353;sicher ein Nikotinkaugummi, es gibt auch anderes was man kaut...;0;0;0;0
2547;Grüne haben NSU-Akten für 120Jahre gesperrt, zusammen mit der CDU gegen SPD! ...nur mal so zur Info!;0;0;1;0
2752;Warum haben die Grünen eigentlich die NSU-Akten für 120 Jahre verschlossen, zusammen mt CDU-Stimmen aber gegen die SPD-Stimmen in Hessen? Warum, wenn nur die AfD doch an allem schuld ist gibt es doch dafür keinen trifftigen Grund, ausser vielleicht ..? Ihre Partei sollte wirklich ganz kleine Brötchen backen.;1;0;0;0
864;@USER Lieber @USER,ich bitte Sie beim Thema zu bleiben und mich nicht persönlich anzugreifen.Danke.;0;1;0;0
1747;ach ja auch das noch - erster april. war doch gooorni sooo gemeindddd.;1;0;0;0
3011;"Parallelen zwischen den Nazis und der AfD? Der Antisemitismus bspw., wie Stefan Dietl in diesem Beitrag analysiert: ""Dass die AfD zutiefst antisemitisch ist, wird kaum beachtet. Dabei ist der Judenhass der gemeinsame Nenner, der die verschiedenen Strömungen der Partei eint."" https://jungle.world/artikel/2019/23/adolf-bitte-melde-dich";0;1;1;0
1812;dieses leben retten habe ich erlebt bei meinem nachbarn, der vor lauter vergnügen am postoperativen leben verschieden ist, elendig. denn auch die 2. ersatzniere hat nicht gearbeitet. 3 jahre lang mit spende nur schmerzen, täglich !! zur dialyse.... diesen wahnsinnspömpel in der armbeuge. dieses traurige gesicht. eigentlich ist mir dadurch die sinnhaftigkeit dieses herangehens zum rätsel geworden.;0;1;0;0
917;@MEDIUM , ja aber das überhebliche Grinsen von Frau Barley war keine Äußerlichkeit, sondern es machte deutlich, dass sie einen privaten Rachefeldzug gegen Makler führt.;1;0;1;0
2661;Unterstellungen? Erst wenn Hessens-Grüne die NSU-Akten frei geben und nicht 120Jahre verschwinden lassen-sie blockieren gegen die SPD aber Hand in Hand mit CDU! Ein Schelm wer böses dabei denkt...;1;0;1;0
3038;Die größte Gewalttat, die nicht diskutiert wird, ist die Bekämpfung des Pluralismus durch ARD und ZDF... Und se lassen es sich auch noch bezahlen und wollen immer mehr!;1;0;0;0
399;@MEDIUM Vielleicht zeigt ihr den Kommentar ja in der Sendung? 😊😅;0;0;0;0
2670;Es läßt sich auch nicht mit steuern das Klima retten das dient nur zum abzocken;1;0;0;0
2351;EUROPAWAHLEN 2019 - Die Zerstörung der CDU! Nehmt Euch bitte die Zeit und prüft genau, wo Ihr Euer Kreuz setzt. +++TEILEN+++TEILEN+++TEILEN+++ https://youtu.be/4Y1lZQsyuSQ https://youtu.be/C8EtQ_5PNbo Wir, die Pflegekräfte, müssen unbedingt die Bevölkerung informieren. Die Menschen fern der Pflege wissen überhaupt nicht die wahren Gründe,warum die Pflegekräfte die Pflege, die sie eigentlich überaus lieben, verlassen. Sprechen Sie mal jetzt im Wahlkampf jemanden von der SPD auf das Thema Pflegekammer an und was der Sinn ist. Die meisten antworten, dass die Kammer ähnlich einer Gewerkschaft zu sehen ist. Und genau das ist sie nicht. Sie soll die Pflegekräfte kontrollieren. Sie sorgt dafür,dass Fortbildung zur Pflicht über die Pflegekammer wird und somit der Berufsverband der Pflege, der DBfK, hier ordentliche Geschäfte mit den Springer-/ Thieme Verlagen etc. machen kann. Es sind zudem Kontrollorgane für das Qualitätsmanagement. Wenn Pflegekräfte jedoch Probleme mit Arbeitgebern haben, die z.B. nicht pflegekonform arbeiten, dann steht die Kraft alleine da. Das sind nicht die Aufgaben der Kammer. Kurz gesagt ist die Pflegekammer: Ein Kontrollorgan für Fortbildung, QM, Statistik. Zusätzlich dient es dem Bürger, um bei Beschwerden über eine Pflegekraft, hier gegen anzugehen. Grundsätzlich finde ich es gut, nur warum soll die Pflege von ihrem eh schmalen Geldbeutel, noch diese Institution bezahlen, wenn dieses eine staatliche Aufgabe ist und somit mit Steuergeldern zu bezahlen wäre. Wer bleibt da freiwillig in seinem Beruf, wenn er neben schlechter Arbeitsbedingungen und Gehalt, seinen Henker noch selbst bezahlen soll? https://www.facebook.com/328161397316808/posts/1598558580277077?sfns=mo #SchweigenIstGewalt;0;1;1;0
1253;@MEDIUM Wenn Ihnen der Beitrag gefällt können sie ihn ja gern als Zuschauermeinung verwenden 😉;0;0;0;0
1688;Ach ,ein Baby kann schon schreiben, Nein, also schon fremdbestimmt...;1;0;0;0
163;"@USER, ohh Himmel. In Deutschland bzw speziell im Ruhrgebiet gab es seit Beginn der Industrialisierung immer Zuwanderung. Und ein Pole war um 1900 nicht weniger fremd als heute ein Syrer. Hier in der Gegend haben wir einen Jung-AfDler, welcher aus Bad Karlshafen stammt. Die Stadt wurde mal von Flüchtlingen für Flüchtlinge (Hugenotten) gebaut. Der Mann spricht von Überfremdung, stammt aber selbst aus einer Stadt, die vor allem französischen Einfluss zeigt. Und nein, die Franzosen waren noch nie begeistert davon, wenn Deutsche ihnen ihre ""nachbarschaftliche"" Kultur aufzwingen wollten. Dann doch lieber der Syrer ...";0;1;1;0
378;spürt jeder Deutsche wenn er auf Urlaub ist.. da ist er der Ausländer..;0;0;1;0
1335;@USER Wo ist das @MEDIUM-Social Media-Team, das in der letzten Woche nahezu jeden Kommentar kommentiert hat, wenn jemand ohne einen Grund zu nennen, einen Studiogast als Hetzer diffamiert?;0;1;0;0
2431;@USER Auf die Tränendrüse drücken, das können SPDler ! Bald gehen diese Kinder sicher auf ein Elite Internat. Dieses Klientel geht aus Egoismus der eigenen Befriedigung arbeiten , statt ihre Kinder selber zu erziehen. Leisten können sie sich es ja . Während andere zwingend arbeiten müssen.;1;0;0;0
978;Antworten Sie bitte auf das Thema und lassen Sie jegliche Diffamierungen.;0;1;0;0
2986;Mit Verfassungsleugnern braucht man erst gar nicht zu diskutieren.;1;0;0;0
2215;Der Sender hat Herrn Reil extra eingeladen, weil man wusste, dass er 5 gegen einen nicht verkraftet. Meuthen hätte die Bande dumm dastehengelassen. Es sollte eine Negativwerbung für die AfD werden.;1;1;0;0
1087;@USER ist kein Schwachsinn sondern eine Tatsache! 😡;0;0;1;0
1318;@USER Der menschliche Einfluss auf das Klima im Zeitalter der Industrialisierung ist längst bewiesen.;0;0;1;0
2959;Ach je dieser Reul. Habt ihr wohl noch zuviel Prozente;0;0;0;0
2662;"""Ein freundliches Gesicht"" eben - auch wenn die Gülle schon aus dem Wasserhahn quillt..";0;0;0;0
3055;Das hat absolut nichts mit Doppelmoral zu tun sondern mit Vorschriften und Regeln die bei einer Sitzung des Bundestags gelten . Das wissen sie aber sicher selbst .;0;0;0;0
9;Wenn ich einen Konjunktiv verwende hat das einen Grund liebe hysterischen Klimafachleute,die ihr hier ja alle wohl seid.Lauter srudierte Experten,die es ganz genau wissen. Weil sie es gelesen haben😁;1;0;0;0
1419;Bin mal gespannt womit sie den Klimawandel herbeirufen möchten? Das böse Auto? Oder ist es vielleicht die Lebensweise? Können wir nur noch nehmen? Die Natur für den Wohlstand opfern? Oder sind wir mal bereit zu geben? Alle warten auf die Anderen, dass sie was tun und wenn sie was tun ist es dann nicht richtig🤔 blöde Situation🤔 viel reden können wir gut. Das war es auch schon.😉;1;0;1;0
2349;Franziska Giffey?? Ich dachte Sie ist zurückgetreten wegen der gefälschte Dr. Arbeit! Ach ich habe vergessen die ist in der SPD.;1;0;0;0
299;Ich lese hier eine Menge Kommentare, die nichts mit der gezeigten Aussage zu tun haben und einfach nur Klischees und unbestätigte Vermutungen bedienen. Fakten, Leute, Fakten. Sinnfreie Behauptungen sind haltlos. Im Übrigen hat Frau Göring-Eckhardt absolut recht. Nur dass ich finde, die Heimat ist unser Planet und nicht nur ein Land. Nationales Denken hat in der Geschichte immer nur zu Ab- und Ausgrenzung geführt. Das Wahren nationaler Interessen hat immer auf Kosten anderer stattgefunden und niemals zu wirklichem Frieden geführt.;0;1;0;0
1346;Diese Aussage des Starphilosophen Lanz beweist, dass er nur über ein ausgeprägtes schlichtes Gemuet verfügt.;1;0;0;0
1227;@MEDIUM Und nicht weich aber fair;0;0;0;0
2678;@USER Und Du so? Typisch GRÜNER Kommentar.;0;0;0;0
2913;Niedlicher Nipster, awwwww :-D;0;0;0;0
1712;"Diese Regelung ist der letzte Schwachsinn. 1. Die Gedanken sind frei. Seit wann darf ich zum nachdenken über, für die Politik, wichtige Themen gezwungen werden? 2. Bei allem anderen muss eine Zustimmung schriftlich erfolgen und nicht eine Ablehnung (bei Verträgen im Internet zum Beispiel). Und hierbei darf das Prinzip auf einmal umgekehrt werden? 3. Es gibt das Gesetz gegen Leichenschändung. Das gilt aber für Ärzte auf einmal nicht mehr? Einem Toten, ohne dessen deutliche Einwilligung, die Organe zu entnehmen ist Leichenschändung. Fertig! Einige hier scheinen sich dessen noch nicht im klaren zu sein. Genauso wie der Umstand, das dieses Gesetz den Bürger erst einmal entmündigt. Der Tote hat sämtliche Rechte an seinem Toten Körper erst einmal verloren. Menschen, die körperlich nicht mehr in der Lage sind, solche Entscheidungen zu fällen, werden einfach vor die vollendete Tatsache gestellt. ""Du hast nicht schriftlich wiedersprochen, also entnehmen wir einfach. Mündlich gilt nicht."". Letztendlich wird es wohl mal wieder Zeit, gerichtlich gegen so etwas vorzugehen, damit die Politik endlich mal kapiert, dass in solch einem Fall die Selbstbestimmung nicht einfach umgekehrt werden kann.";0;1;1;0
5;"""So lange Gewinnmaximierung Vorrang hat, wird sich das nur schleppend ändern"" Da gebe ich dir recht.";0;0;0;0
2514;Demokratie,ist wo?;0;0;0;0
2908;Entblättern Sie sich ruhig weiter mit Ihrem demokratie- und menschenrechtsfeindlichen Auftritt hier. Es darf ruhig ein Jeder lesen, welch Sympathisanten die völkisch-nationalistische AfD anzieht.;0;0;0;0
3109;@USER Wie Du an den Beiträgen hier sehen kannst, fanden ihn sehr viele gut! Er hatte zuviel Zeit zu reden und Sie haben ihn relativieren lassen.;0;0;0;0
352;für die Quote...;1;0;0;0
592;Diese Sendung ist Volksverdummung auf höchstem Niveau finanziert mit Zwangsabgaben (GEZ) ARD und ZDF: Betreutes Denken.;1;0;0;0
1319;@USER: Na was für ein Glück dass du schlau bist...;1;0;0;0
2078;@USER wenn die Arbeitnehmer bereits über 1/3 ihres Einkommens fürs Wohnen ausgeben (mittlerer Weile doch die Regel bei unterer Mittelschicht) siehts bereits schlecht aus mit Kredit. Da müsste die Bank ablehnen.....;0;0;1;0
2480;...Gestern kritisierte ich die Sendung als Wahlwerbesendung für die GroKO...@MEDIUM war anderer Meinung ...und jetzt sitzen Spahn,Heil und Gifay in der PK (NTV) und erzählen genau dasselbe nochmal...das bestätigt meinen Kommentar einfach nur...;0;1;1;0
25;"@USER Nein, bei der Finanzierung liegst du komplett falsch. Ich verweise mal mal auf die Ausarbeitung der BAG Grundeinkommen und auf meine Zusammenstellung über das Grundlegende Wissen über unser Geld- und Wirtschaftssystem. Da vereise ich auf Heiner Flassbeck mit seinem Makroskop und Heinz Josef Bontrup, die selber aber keine Verfechter des Grundeinkommen sind. Weitere gute Quellen über unser Geld- und Wirtschaftssystem sind Bernd Senf. Mr Dax Dirk Müller und Sahra Wagenknecht Ergänzend empfhele ich dazu Harald Lesch, speziell zum Thema Kapitalozän, Christian Felber zum Thema Geneinwohlökonomie und ergänzend Richard David Precht. Und natürlich gibt es noch einige weitere spannende Quellen. ""Würden die Menschen unser Geldsystem verstehen, dann gäbe es eine Revolution noch vor morgen früh"" Henry Ford";0;1;1;0
2625;Haha das waren welche am Flughafen typische Grünen Wähler. Bis aufs Mark blöde;1;0;0;0
745;@USER Danke und die Vermischung von Generationen und Finanzierundsmodellen 1/3 sozialer Wohungsbau ,sowie Barriere freie Wohnungen und zwar nicht nur im Erdgeschoss...;0;1;1;0
821;Sie lernen es nie, links scheint denken schwierig zu sein.;1;0;0;0
1970;@USER die aktuelle Regelung ist vollkommen ausreichend. Thema immer wieder ansprechen und dann kann jeder für sich entscheiden ob ja oder nein. Können Sie sich ansatzweise vorstellen welchem Leid die neue Regelung Tür und Tor öffnet.....;0;0;0;0
1748;Na Gott sei dank kann ein Gehirn noch nicht transplantiert werden, da wären die Politiker auf der suche..😂;1;0;0;0
1537;Bestimmt erste Klasse direkt zu den Inuit geflogen um persönlich sein Mitleid zu überbringen. Es scheint bis vor kurzem keinen Klimawandel gegeben zu haben in der Erdgeschichte. Eine rationale Diskussion scheint nicht mehr möglich.;0;0;0;0
2123;@USER der lebt nicht von Mietern. Der verkauft.;0;0;1;0
1822;@USER und das steht mir zu;0;0;0;0
2096;Eben. Der Ausgleich fehlt;0;0;0;0
2452;"27.03.2019 in Hamburg, im Hopital zum Heiligen Geist war der SPD-Bürgermeister Tschenscher, Nachfolger des SPD-Bürgermeisters Olaf Scholz (derzeit Bundesfinanzminister) zu Gast. Er sagte: ""Es ist die letzten 20 Jahre etwas schiefgelaufen."" Hallo?! - Die letzten 20 Jahre regierte die SPD in Hamburg fast ausnahmslos. Die letzten 20 Jahre regierte die SPD im Bund fast ausnahmslos mit. Und wen lädt das öffentlich-zwangsfinanzierte Fernsehen als Vertreter verantwortlicher Gestalter politischer Rahmenbedingungen ein? Wer darf sich wieder mal präsentieren?! - Jetzt halt als Darsteller in der Rolle: Wir haben verstanden und tun was. - Der Bürger hat ein Recht darauf ... - Na? - Wer wohl?";1;1;1;0
1187;Ohne Väter war es immer schon schlecht! Also was soll sich ändern;0;0;0;0
556;Die Sendung ist einfach nur PEINLICH und sollte abgesetzt werden . Der Blassberg und das Blondchen haben sich überflüssig gemacht;1;0;0;0
2827;@USER und;0;0;0;0
887;Blödsinn hört halt auf die Städte so vollzustopfen Macht das Leben ausserhalb der Städte angenehmer mit besseren Strassen und besserem ÖPNV, besserem Internet, besserer Alltagsversorgung zum Beispiel;0;1;0;0
3219;Die Alte darf ja nicht fehlen. Hätte selber gern einen Posten. Nichtsnutz.;1;0;0;0
22;"Die ""Rentenreform"" der SPD ist ein schlechter Scherz und damit wollen sie sich Wähler kaufen. Sie werden 1. ihre Wahlversprechen nicht einhalten und 2. Warum sollten nur Rentner, die 35 Jahre lang gearbeitet haben, eine Grundrente von 900 Euro beziehen, was noch unterhalb der Armutsgrenze liegt und Rentner, die weniger gearbeitet haben, noch weniger Rente beziehen und mit noch weniger Geld vor sich hin wegitieren? JEDER Mensch hat einen anspruch auf ein meschenwürdiges Leben und Teilhabe an der Gesellschaft. Für mich ist das absolute Minimumg eine sanktionsfreie Mindestsicherung von 1050€ nach dem Vorschlag der Partei DIE LINKE. Besser finde ich aber das Grundeinkommenszonzept der BAG Grundeinkommen DIE LINKE.";0;1;1;0
1149;Wer den gleichen Job bei gleicher Qualifikation macht, muss auch das Gleiche Geld verdienen. Alles andere ist ungerecht. Es ist ja nur nicht das Geld. Frauen bekommen nunmal Kinder und viele Unternehmen sehen den Arbeitnehmer wohl nicht als Mensch, sondern als Arbeitskraft, da haben es Frauen allgemein schwerer. Es muss doch möglich sein, dass Frauen da besser unterstützt werden.;0;1;0;0
1234;Wir müssten uns weltweit radikal ändern aber das ist nicht zu erwarten.Die Erde kann jährlich 100 Mio Autos,1000 neue Flugzeuge,50 neue Container und Kreuzfahrtschiffe ,800 neue Kohlekraftwerke, 50 neue AKW,Unsinniges hin und her Fliegen , Speicher von Daten ohne Sinn, Millionen von neuen Menschen usw. Sicher nicht verkraften.Ich kann mich nur bei meinen Enkeln entschuldigen..;0;1;0;0
578;"@USER Ich weiss nicht, wer ""ihr"" ist und habe weiter oben ausführlich erklärt, was MICH daran nervt. Allein schon dieses ""ihr""...ich spreche Dich doch auch PERSÖNLICH an und nicht als Vertreterin ALLER reinrassigen Biodeutschen.";0;1;0;0
2671;@USER .haha da können Sie lange warten. @USER;0;0;0;0
584;Das einzige? Nein. Vielleicht aber ein Aspekt?;0;0;1;0
91;@USER Hoffentlich denken die Wähler alle so;0;0;0;0
1389;Nein man hat sich gedacht man karrt mal nicht nur Klimawandelleugner aus dem Altersheim ran sondern fragt auch mal die Jungen Menschen;0;0;0;0
1384;@USER Ich hätte den Link aber gerne von ihnen! 🤷;0;0;0;0
1940;Und was die ethische Sache angeht: Wenn ein Patient über die Leiche einer anderen Person gehen darf, um selbst weiterzuleben, die einer Person, die nachweislich nicht tot, sondern nur hirntod ist, wobei ebenfalls nachweislich (kann man googlen) bereits viele Hirntote wieder aufgewacht sind und quietschvergnügt durchs Leben spazieren, genauso wie Komapatienten, ist das dann Notwehr? Nein! Notwehr ist es, wenn ich angegriffen werde von meinem Gegenüber, dem ich schade! Was das künstliche und das echte Koma anbelangt, sollte man vielleicht auch mal genauer hingucken, warum man den Einen so leicht wieder zurückholen kann und den Anderen angeblich nicht?;0;0;1;0
1582;Die haben noch nichtmal ein funktionierendes Pfandsystem für Plastikflaschen 😂;0;0;1;0
2240;Ah die ersten KGE und Roth-Hasser laufen sich warm... Alles klar. //Team Boris Palmer Watch;0;0;0;0
963;@MEDIUM ihr versteht das VOLK nicht.;0;0;0;0
3172;@MEDIUM Team. Ich empfehle Ihnen mal die Doku über die Gewinnung von Kobalt und Silizium. Da werden sie staunen wie Umweltschädlich E Autos sind .Die Doku ist sogar im ersten gelaufen.es werden andere Länder dafür ausgebeutet das wir E Autos fahren können und zusätzlich wird die Umwelt zerstört aber das macht ja den Grünen nichts.;0;1;1;0
237;@USER, nein, es ist falsch, dass fast 50% aller Kapitalverbrechen von Migranten begangen würden. Wir sprechen von relativ konstanten Mordzahlen. Seit 2015 sind die Zahlen der Migranten sprunghaft angestiegen. Die Mordrate blieb jedoch recht konstant. Wie würdest du nun erklären wollen, dass seit 2015 die Zahl der deutschen Mörder extrem gesunken sein müsste, um die die Zahl der Mörder mit Migrationshintergrund derart ansteigen zu lassen, damit am Ende eine halbwegs ähnliche Mordrate weiterhin besteht? Übrigens gab es in den letzten Jahren eher Verzehrungen wegen zwei deutschen Massenmördern. Der eine war Andreas, der andere war Nils ...;0;1;1;0
2202;@USER umschalten - was ist daran so schwer?;1;0;0;0
2245;Grünen-Hasser mit entsprechender Diktion Nr. 1. //Team Boris Palmer Watch;0;0;0;0
3116;"@USER lassen Sie aber auch besser das ""posten""";0;0;0;0
1814;Genau deshalb bekommen die mich nicht!;0;0;0;0
838;@MEDIUM Gerne geschehen! Es würde mich freuen, wenn die Bodenpolitik heute Abend bei ihren Gästen auch zur Diskussion stehen würde.;0;0;0;0
1081;@USER Wor brauchen kluge Frauen;0;0;0;0
2702;naja anders konnte Frau sich ja nicht gegen den Sabbler von der CDU nicht durchsetzen.;0;0;0;0
1561;@USER typisch rechtstumbes Nachgebrabbel, was der Strammfunk so an Sprachregelungen vorgibt. Die Frau hat doch Recht.;1;0;0;0
405;Die sind alle bekloppt,,,,;1;0;0;0
318;oh Deutschland wo die Grünen immer jammern..;1;0;0;0
1921;Glaubst Du im Ernst, der Mafia ist das nicht egal, ob Deine Organe gesund sind? Die will einfach nur Geld verdienen. Genauso wie bei den Fleischskandalen ist es auch in der Medizin inzwischen! https://www.welt.de/politik/ausland/article13723382/Das-blutige-Geschaeft-mit-Organen-vor-Israels-Grenze.html?fbclid=IwAR1OOmS4k_xyRPH80IyuhFXacux3Qz5dAnIpKrbK6rTjKXRkPZ08CcPhfg8;0;1;1;0
2271;Boris Palmer ist in Wirklichkeit für AFD. Er tut nur so als ob er ein Grünes .....loch ist !!!;1;0;1;0
3141;@USER Es wurden im WDR ja auch Handyvideos veröffentlicht, auch über das gesamte Verhalten am Becken.Ausserdem sind sie über die Badegäste auf der Liegewiese gesprungen. War schon sehr beängstigend.;0;1;1;0
2085;Lafontaine der Millionär sollte mal weit sein Portemonnaie öffnen und aus seinem Schloss ausziehen!!! Dann ist er glaubwürdig!!!!;1;1;1;0
2534;@MEDIUM Ich bin gespannt.;0;0;0;0
1734;Ich kann ihn verstehen. Das würde mir auch stinken.;0;0;0;0
871;ach ja Framing..;1;0;0;0
2067;@USER Schluss mit lebend Tiertransporte. Das ist mehr als Quälerei. Schweine haben zu wenig Platz. Muss verbessert werden. Bodenhaltung, Freilandhaltung ist auch ein Witz. Der Verbraucher wird da extrem veralbert . Kastrieren von Schweinen ohne Betäubung verbieten. Soll ich weiter machen oder reicht das erstmal ?;0;1;1;0
1892;Verfassungsschonendere Variante? Seit wann hat unsere Verfassung Gültigkeit für Tote? Wir haben noch nicht mal Tierrecht in unserer Verfassung von rechten für Tote ganz zu Schweigen. Die Verfassung wird durch Spahn seinen Vorschlag ja nicht mal angerührt.;0;1;1;0
526;BKA ⚠ 400 ⚠ FÄLLE JEDEN TAG in 🇩🇪 ! ... siehe hier ... 🔻🔻🔻🔻🔻🔻🔻🔻 http://RefCrime.Info/DE;0;1;1;0
2129;@USER das und und finde ich auch sehr wichtig, denn da gibt es leider noch einiges mehr - traurig finde ich das.;0;0;0;0
1398;Ich gehöre auch zu ihrer Generation und ich sage dass die Alte einen Haufen Bullshit erzählt, ich hätte mal gerne eine Diskussion gesehen wo Fakten diskutiert werden und nicht nur allgemeinen Parolen kommen, #GrüneNeinDanke;1;1;0;0
3063;"@USER Herr Junge hat es so gemacht, wie viele in seiner Partei: viel reden- wenig sagen. Ich finde nicht dass ein mantra- mäßig wiederholtes "" aber die linken "" irgendwie hilfreich ist .";1;0;0;0
2230;Ach dieses tolle Fakeprofil, überall lässt es seinen Unsinn ab. 😂;1;0;0;0
1850;wenn manTod ist die Organe intakt da stellt sich die wie kommen die Organe zu den Empfängern. da ist es wurst welcher Ausweis dort liegt.;0;0;0;0
2055;Und weil die Wirtschaft (Bestehend aus Schafwolle, Fish and Chips und Big Ben Souvenirs) so stark ist ist der Pfund als die Brexit Entscheidung gefällt war auch kurzfristig um 30% abgeschmiert? Und was nützt den Briten eine Starke wirtschaft wenn sie alle Handelspartner vergrauelt und nicht einen Vertrag zum Handel hat wenns zum Harten Brexit kommt? Dann bleibt die Insel auf ihren Schafen, Rechtsgelenkten Autos und co sitzen.;0;1;1;0
2956;Sie meinen bestimmt cdu und grüne;0;0;0;0
2924;Nun ja, ich dachte mir bereits, dass es Ihnen nicht um Inhalte, sondern umSelbstdarstellung geht. Adios!;0;0;0;0
3106;@USER Wenn es Ihnen nur um die Abwechslung geht .. :);0;0;0;0
346;Unerträglich diese Frau;0;0;0;0
1479;Eine Autodebatte es wäre eine KI und Bildungsdebatte wichtiger..;0;0;0;0
541;Ibrahim Aydin weil er einen Diktator als seinen Präsidenten bezeichnet hat, aber in der deutschen Nationalmannschaft spielte?;0;1;0;0
1501;Grüne Tonne 😎😂;1;0;0;0
485;"@USER Wer ist ""Ihr""? Woher weisst Du, wo ich geboren wurde? Du liest noch nichtmal den Eingangskommentar richtig und erwartest, Ernst genommen zu werden. Ich bin schon länger in der Bundesrepublik, als 16 000 000 Ostdeutsche und im Gegensatz zu ihnen bin ich auch in der Bundesrepublik geboren. Und jetzt erklärst Du mir gerne noch, woher Du die Unverschämtheit nimmst, mich mit Leuten in einen Topf zu werfen, die ""ihren Stiefel weitermachen"".";0;1;0;0
1567;Der Jugend nehmen wir denn erst einmal die Handys weg, denn die Bestandteile sind nicht sehr umweltfreundlich hergestellt.;1;0;1;0
167;Heimat ist für jeden etwas anderes. Für mich bedeutet es z.Bsp. die typische deutsche Küche, dass der Osterhase immer zu Ostersonntag die Kinder erfreut usw....;0;0;0;0
